variant,week,date,seed,mv,sum_q_kW,n_obl,n_fail,clean_in_box,viol_K,warm
single03,w20-may,2024-05-18,3,5.310902054795918,67.90931970605051,0,0,0,0.0,0
single005,w20-may,2024-05-18,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-18,3,-1.0071126414068772,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-18,3,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,4,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-18,4,-27.321360004237988,67.90931970605051,1,0,0,0.6086291530938439,0
single005,w20-may,2024-05-18,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-18,4,-1.0063778937918642,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-18,4,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,5,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,6,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,7,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,8,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,9,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,10,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,11,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,12,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,13,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,14,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,15,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,16,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,17,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,18,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,19,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,0,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-19,0,2.9209920437367884,106.90038415709493,0,0,0,0.0,0
single005,w20-may,2024-05-19,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-19,0,-0.8245050310560487,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-19,0,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,1,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-19,1,7.245742451471642,106.90038415709493,0,0,0,0.0,0
single005,w20-may,2024-05-19,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-19,1,-0.24655867540104737,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-19,1,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,2,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-19,2,-20.232544883599303,106.90038415709493,1,0,0,0.0,1
single005,w20-may,2024-05-19,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-19,2,-0.7957415228233344,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-19,2,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,3,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-19,3,5.620936375829984,106.90038415709493,0,0,0,0.0,0
single005,w20-may,2024-05-19,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-19,3,-0.9502200811189709,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-19,3,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,4,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-19,4,3.631349604004413,106.90038415709493,0,0,0,0.0,0
single005,w20-may,2024-05-19,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-19,4,-0.949560925146983,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-19,4,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,5,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,6,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,7,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,8,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,9,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,10,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,11,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,12,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,13,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,14,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,15,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,16,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,17,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,18,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-19,19,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,0,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-10,0,10.9111655082786,226.2097381569232,0,0,0,0.0,0
single005,w24-jun,2024-06-10,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-10,0,-1.3198833823504401,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-10,0,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,1,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-10,1,12.883101198169584,226.2097381569232,0,0,0,0.0,0
single005,w24-jun,2024-06-10,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-10,1,-0.7157706306677483,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-10,1,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,2,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-10,2,-12.904942051520266,226.2097381569232,1,0,0,0.0,1
single005,w24-jun,2024-06-10,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-10,2,-1.3139537310122478,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-10,2,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,3,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-10,3,12.390167076831176,226.2097381569232,0,0,0,0.0,0
single005,w24-jun,2024-06-10,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-10,3,-1.3650040430746913,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-10,3,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,4,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-10,4,7.140413960026422,226.2097381569232,0,0,0,0.0,0
single005,w24-jun,2024-06-10,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-10,4,-1.3640777814869125,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-10,4,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,5,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,6,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,7,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,8,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,9,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,10,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,11,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,12,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,13,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,14,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,15,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,16,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,17,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,18,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-10,19,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,0,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-11,0,-5.110163163740481,126.01014247122393,1,0,0,0.0,1
single005,w24-jun,2024-06-11,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-11,0,-1.2544059075256655,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-11,0,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,1,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-11,1,6.0031043023036545,126.01014247122393,0,0,0,0.0,0
single005,w24-jun,2024-06-11,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-11,1,-0.6342886744245675,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-11,1,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,2,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-11,2,6.0759107808294175,126.01014247122393,0,0,0,0.0,0
single005,w24-jun,2024-06-11,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-11,2,-1.21795375155898,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-11,2,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,3,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-11,3,6.274453137513717,126.01014247122393,0,0,0,0.0,0
single005,w24-jun,2024-06-11,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-11,3,-1.3277701242342914,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-11,3,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,4,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-11,4,6.334047047895979,126.01014247122393,0,0,0,0.0,0
single005,w24-jun,2024-06-11,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-11,4,-1.3266346310566632,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-11,4,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,5,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,6,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,7,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,8,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,9,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,10,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,11,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,12,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,13,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,14,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,15,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,16,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,17,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,18,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-11,19,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,0,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-12,0,0.27881278651085495,44.82429553860951,0,0,0,0.0,0
single005,w24-jun,2024-06-12,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-12,0,-1.0663068748718274,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-12,0,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,1,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-12,1,-1.008804754925393,44.82429553860951,0,0,0,0.0,0
single005,w24-jun,2024-06-12,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-12,1,-0.5465442808717853,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-12,1,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,2,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-12,2,-0.6380732167857559,44.82429553860951,0,0,0,0.0,0
single005,w24-jun,2024-06-12,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-12,2,-1.046495397254148,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-12,2,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,3,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-12,3,-19.312291808747943,44.82429553860951,1,0,0,0.5809427656021029,1
single005,w24-jun,2024-06-12,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-12,3,-1.1984670228751497,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-12,3,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,4,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-12,4,-0.11592848981496218,44.82429553860951,0,0,0,0.0,0
single005,w24-jun,2024-06-12,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-12,4,-1.1976733212840713,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-12,4,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,5,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,6,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,7,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,8,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,9,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,10,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,11,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,12,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,13,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,14,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,15,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,16,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,17,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,18,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-12,19,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,0,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-13,0,4.691435624958103,62.87821461017419,0,0,0,0.0,0
single005,w24-jun,2024-06-13,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-13,0,-1.1731963957010407,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-13,0,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,1,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-13,1,4.1041993911819645,62.87821461017419,0,0,0,0.0,0
single005,w24-jun,2024-06-13,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-13,1,-0.5509683594275998,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-13,1,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,2,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-13,2,4.788664368333912,62.87821461017419,0,0,0,0.0,0
single005,w24-jun,2024-06-13,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-13,2,-1.1670441230975825,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-13,2,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,3,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-13,3,4.896665484490768,62.87821461017419,0,0,0,0.0,0
single005,w24-jun,2024-06-13,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-13,3,-1.2926289020342665,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-13,3,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,4,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-13,4,4.809536710678628,62.87821461017419,0,0,0,0.0,0
single005,w24-jun,2024-06-13,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-13,4,-1.2922577344114643,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-13,4,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,5,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,6,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,7,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,8,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,9,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,10,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,11,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,12,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,13,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,14,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,15,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,16,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,17,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,18,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-13,19,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,0,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-14,0,10.795740282212307,207.99891432330398,0,0,0,0.0,0
single005,w24-jun,2024-06-14,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-14,0,-1.3170896782133923,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-14,0,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,1,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-14,1,-14.674090201587774,207.99891432330398,1,0,0,0.0,1
single005,w24-jun,2024-06-14,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-14,1,-0.6852559882414084,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-14,1,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,2,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-14,2,11.793911594162978,207.99891432330398,0,0,0,0.0,0
single005,w24-jun,2024-06-14,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-14,2,-1.2909428207527185,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-14,2,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,3,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-14,3,10.415653877251998,207.99891432330398,0,0,0,0.0,0
single005,w24-jun,2024-06-14,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-14,3,-1.3339967762691458,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-14,3,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,4,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-14,4,14.493478232582277,207.99891432330398,0,0,0,0.0,0
single005,w24-jun,2024-06-14,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-14,4,-1.3328193658548457,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-14,4,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,5,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,6,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,7,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,8,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,9,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,10,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,11,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,12,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,13,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,14,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,15,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,16,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,17,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,18,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-14,19,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,0,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-15,0,1.4094178807466733,0.0,0,0,0,0.0,0
single005,w24-jun,2024-06-15,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-15,0,-1.3265932772688984,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-15,0,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,1,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-15,1,0.665775483479564,0.0,0,0,0,0.0,0
single005,w24-jun,2024-06-15,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-15,1,-0.6131551489804963,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-15,1,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,2,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-15,2,1.3727439430414279,0.0,0,0,0,0.0,0
single005,w24-jun,2024-06-15,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-15,2,-1.2915010614744915,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-15,2,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,3,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-15,3,1.4341906681542582,0.0,0,0,0,0.0,0
single005,w24-jun,2024-06-15,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-15,3,-1.3444483090917174,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-15,3,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,4,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-15,4,1.433088183385621,0.0,0,0,0,0.0,0
single005,w24-jun,2024-06-15,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-15,4,-1.3432213377958533,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-15,4,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,5,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,6,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,7,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,8,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,9,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,10,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,11,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,12,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,13,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,14,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,15,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,16,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,17,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,18,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-15,19,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,0,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-16,0,1.124955949348987,0.0,0,0,0,0.0,0
single005,w24-jun,2024-06-16,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-16,0,-1.115520235095346,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-16,0,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,1,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-16,1,0.49895902578884943,0.0,0,0,0,0.0,0
single005,w24-jun,2024-06-16,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-16,1,-0.5158906783748591,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-16,1,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,2,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-16,2,1.084788771450917,0.0,0,0,0,0.0,0
single005,w24-jun,2024-06-16,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-16,2,-1.0735377177880423,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-16,2,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,3,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-16,3,1.2741194620909937,0.0,0,0,0,0.0,0
single005,w24-jun,2024-06-16,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-16,3,-1.1967260356605038,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-16,3,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,4,0.0,0.0,0,0,0,0.0,0
single03,w24-jun,2024-06-16,4,1.2731989349268815,0.0,0,0,0,0.0,0
single005,w24-jun,2024-06-16,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w24-jun,2024-06-16,4,-1.1957371033816457,0.0,0,0,0,0.0,0
windowonly,w24-jun,2024-06-16,4,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,5,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,6,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,7,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,8,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,9,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,10,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,11,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,12,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,13,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,14,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,15,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,16,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,17,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,18,0.0,0.0,0,0,0,0.0,0
nested,w24-jun,2024-06-16,19,0.0,0.0,0,0,0,0.0,0
nested,w29-jul,2024-07-15,0,0.0,0.0,0,0,0,0.0,0
single03,w29-jul,2024-07-15,0,1.3494424158509446,0.0,0,0,0,0.0,0
single005,w29-jul,2024-07-15,0,0.0,0.0,0,0,0,0.0,0
