variant,week,date,seed,mv,sum_q_kW,n_obl,n_fail,clean_in_box,viol_K,warm
single03,w14-apr-mild,2024-04-05,0,0.0854480786441627,0.0,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-05,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-05,0,-0.07089726949328679,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-05,0,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,1,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-05,1,0.08103266086740746,0.0,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-05,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-05,1,-0.0668921651883636,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-05,1,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,2,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-05,2,0.08096331481135621,0.0,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-05,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-05,2,-0.06682321096681676,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-05,2,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,3,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-05,3,0.14431897795273585,0.0,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-05,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-05,3,-0.11913478848762793,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-05,3,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,4,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-05,4,0.14410679852306885,0.0,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-05,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-05,4,-0.11895963514439245,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-05,4,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,5,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,6,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,7,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,8,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,9,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,10,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,11,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,12,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,13,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,14,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,15,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,16,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,17,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,18,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-05,19,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,0,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-06,0,0.082544068367298,0.0,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-06,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-06,0,-0.06908977444277298,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-06,0,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,1,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-06,1,0.07570662754545765,0.0,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-06,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-06,1,-0.06249554415981606,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-06,1,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,2,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-06,2,0.07529888780572946,0.0,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-06,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-06,2,-0.062050821644845655,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-06,2,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,3,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-06,3,0.18931543277554397,0.0,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-06,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-06,3,-0.22138766013571853,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-06,3,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,4,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-06,4,0.18904545115918836,0.0,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-06,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-06,4,-0.22110965830648865,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-06,4,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,5,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,6,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,7,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,8,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,9,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,10,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,11,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,12,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,13,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,14,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,15,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,16,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,17,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,18,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-06,19,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,0,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-07,0,2.914509839945765,64.02285272682808,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-07,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-07,0,-0.15311347967474376,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-07,0,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,1,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-07,1,3.4596584451470562,64.02285272682808,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-07,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-07,1,-0.10459766698670592,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-07,1,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,2,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-07,2,3.4549480086568565,64.02285272682808,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-07,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-07,2,-0.12861460655892643,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-07,2,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,3,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-07,3,5.324875006233583,64.02285272682808,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-07,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-07,3,-0.7277906822401974,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-07,3,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,4,0.0,0.0,0,0,0,0.0,0
single03,w14-apr-mild,2024-04-07,4,3.853275389860187,64.02285272682808,0,0,0,0.0,0
single005,w14-apr-mild,2024-04-07,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w14-apr-mild,2024-04-07,4,-0.7272282884595711,0.0,0,0,0,0.0,0
windowonly,w14-apr-mild,2024-04-07,4,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,5,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,6,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,7,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,8,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,9,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,10,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,11,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,12,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,13,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,14,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,15,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,16,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,17,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,18,0.0,0.0,0,0,0,0.0,0
nested,w14-apr-mild,2024-04-07,19,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,0,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-13,0,26.731099810929436,87.58868862028322,0,0,0,0.0,0
single005,w20-may,2024-05-13,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-13,0,-1.3982558084771313,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-13,0,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,1,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-13,1,25.827647365649,87.58868862028322,0,0,0,0.0,0
single005,w20-may,2024-05-13,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-13,1,-0.7831797518599615,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-13,1,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,2,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-13,2,27.46421451802871,87.58868862028322,0,0,0,0.0,0
single005,w20-may,2024-05-13,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-13,2,-1.3915321417230189,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-13,2,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,3,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-13,3,4.61671992908299,87.58868862028322,1,0,0,0.5809427688267306,1
single005,w20-may,2024-05-13,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-13,3,-1.5144779718195878,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-13,3,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,4,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-13,4,27.212961085663494,87.58868862028322,0,0,0,0.0,0
single005,w20-may,2024-05-13,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-13,4,-1.5133913104102135,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-13,4,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,5,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,6,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,7,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,8,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,9,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,10,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,11,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,12,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,13,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,14,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,15,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,16,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,17,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,18,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-13,19,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-14,0,3.102512890659625,39.501064877283255,0,0,0,0.0,0
single03,w20-may,2024-05-14,0,60.42154285992564,340.6673784637556,0,0,0,0.0,0
single005,w20-may,2024-05-14,0,1.3785390467332377,18.206921548152962,0,0,0,0.0,0
ctxfree,w20-may,2024-05-14,0,-0.7513818728444335,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-14,0,6.7677035167876625,62.0173899639447,0,0,0,0.0,0
nested,w20-may,2024-05-14,1,6.205690606288016,39.501064877283255,0,0,0,0.0,0
single03,w20-may,2024-05-14,1,65.63448596413775,340.6673784637556,0,0,0,0.0,0
single005,w20-may,2024-05-14,1,4.4817167623616285,18.206921548152962,0,0,0,0.0,0
ctxfree,w20-may,2024-05-14,1,-0.2671034910099195,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-14,1,10.038854143753213,62.0173899639447,0,0,0,0.0,0
nested,w20-may,2024-05-14,2,6.249302706685853,39.501064877283255,0,0,0,0.0,0
single03,w20-may,2024-05-14,2,46.51077976933982,340.6673784637556,1,0,0,0.0,1
single005,w20-may,2024-05-14,2,4.525328862759466,18.206921548152962,0,0,0,0.0,0
ctxfree,w20-may,2024-05-14,2,-0.7268820767355919,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-14,2,10.06544841831294,62.0173899639447,0,0,0,0.0,0
nested,w20-may,2024-05-14,3,5.256947485353805,39.501064877283255,0,0,0,0.0,0
single03,w20-may,2024-05-14,3,65.34130563256502,340.6673784637556,0,0,0,0.0,0
single005,w20-may,2024-05-14,3,3.532973641427418,18.206921548152962,0,0,0,0.0,0
ctxfree,w20-may,2024-05-14,3,-0.8884737840632511,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-14,3,9.660924794224172,62.0173899639447,0,0,0,0.0,0
nested,w20-may,2024-05-14,4,-16.519794110478244,39.501064877283255,1,0,0,0.0,0
single03,w20-may,2024-05-14,4,-17.632021812777054,340.6673784637556,2,1,0,0.5863646396443585,2
single005,w20-may,2024-05-14,4,-17.92757976513184,18.206921548152962,1,0,0,0.0,0
ctxfree,w20-may,2024-05-14,4,-0.8879116805059653,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-14,4,-40.10874094691383,62.0173899639447,2,2,1,0.0,1
nested,w20-may,2024-05-14,5,6.175169470163382,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,6,5.797870982084532,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,7,3.2366876552912913,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,8,4.477645101709271,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,9,5.1802596270570405,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,10,3.159418529350148,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,11,5.4909775474706635,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,12,6.168185078743136,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,13,3.1893382762663407,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,14,6.229707121060642,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,15,3.4677388438103947,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,16,5.834123069903143,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,17,3.43413102488077,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,18,5.1786315345131015,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-14,19,5.222169617634364,39.501064877283255,0,0,0,0.0,0
nested,w20-may,2024-05-15,0,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-15,0,3.3954538222299107,90.10424115449896,0,0,0,0.0,0
single005,w20-may,2024-05-15,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-15,0,-0.6165223069487524,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-15,0,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,1,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-15,1,3.0464915289621786,90.10424115449896,0,0,0,0.0,0
single005,w20-may,2024-05-15,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-15,1,-0.23493275806615088,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-15,1,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,2,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-15,2,-16.823504302249376,90.10424115449896,1,0,0,0.0,1
single005,w20-may,2024-05-15,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-15,2,-0.5920240343697287,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-15,2,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,3,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-15,3,-17.89102419681643,90.10424115449896,1,0,0,0.5809427691270912,1
single005,w20-may,2024-05-15,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-15,3,-0.8562277467712818,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-15,3,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,4,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-15,4,4.4757013092484215,90.10424115449896,0,0,0,0.0,0
single005,w20-may,2024-05-15,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-15,4,-0.8556662651868123,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-15,4,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,5,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,6,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,7,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,8,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,9,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,10,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,11,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,12,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,13,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,14,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,15,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,16,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,17,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,18,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-15,19,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,0,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-16,0,-1.5238319644053604,33.50430913463681,0,0,0,0.0,0
single005,w20-may,2024-05-16,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-16,0,-0.7139609003004352,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-16,0,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,1,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-16,1,-3.393589259814746,33.50430913463681,0,0,0,0.0,0
single005,w20-may,2024-05-16,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-16,1,-0.24491040292875255,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-16,1,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,2,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-16,2,-3.2122443686053543,33.50430913463681,0,0,0,0.0,0
single005,w20-may,2024-05-16,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-16,2,-0.6894614800082763,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-16,2,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,3,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-16,3,-3.459896944123045,33.50430913463681,0,0,0,0.0,0
single005,w20-may,2024-05-16,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-16,3,-0.8667363768972223,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-16,3,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,4,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-16,4,-2.1461255329791697,33.50430913463681,0,0,0,0.0,0
single005,w20-may,2024-05-16,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-16,4,-0.8661746721872987,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-16,4,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,5,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,6,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,7,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,8,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,9,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,10,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,11,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,12,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,13,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,14,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,15,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,16,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,17,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,18,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-16,19,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,0,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-17,0,46.87090955784947,110.21806262811204,0,0,0,0.0,0
single005,w20-may,2024-05-17,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-17,0,-1.1637318450696057,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-17,0,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,1,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-17,1,44.554286123745186,110.21806262811204,0,0,0,0.0,0
single005,w20-may,2024-05-17,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-17,1,-0.5506757721965414,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-17,1,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,2,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-17,2,44.1891259100305,110.21806262811204,0,0,0,0.0,0
single005,w20-may,2024-05-17,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-17,2,-1.1176507340084072,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-17,2,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,3,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-17,3,44.201136904905525,110.21806262811204,0,0,0,0.0,0
single005,w20-may,2024-05-17,3,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-17,3,-1.2348609850211005,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-17,3,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,4,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-17,4,45.85317214557085,110.21806262811204,0,0,0,0.0,0
single005,w20-may,2024-05-17,4,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-17,4,-1.2337699576147543,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-17,4,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,5,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,6,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,7,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,8,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,9,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,10,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,11,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,12,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,13,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,14,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,15,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,16,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,17,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,18,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-17,19,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,0,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-18,0,4.276309323420577,67.90931970605051,0,0,0,0.0,0
single005,w20-may,2024-05-18,0,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-18,0,-0.8777520571230752,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-18,0,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,1,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-18,1,4.553545942773866,67.90931970605051,0,0,0,0.0,0
single005,w20-may,2024-05-18,1,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-18,1,-0.3096615493042236,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-18,1,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,2,0.0,0.0,0,0,0,0.0,0
single03,w20-may,2024-05-18,2,5.2180550677843485,67.90931970605051,0,0,0,0.0,0
single005,w20-may,2024-05-18,2,0.0,0.0,0,0,0,0.0,0
ctxfree,w20-may,2024-05-18,2,-0.845682413483928,0.0,0,0,0,0.0,0
windowonly,w20-may,2024-05-18,2,0.0,0.0,0,0,0,0.0,0
nested,w20-may,2024-05-18,3,0.0,0.0,0,0,0,0.0,0
