week,controller,mv_mean,mv_std,sum_q_kW,delivery_ratio,penalty_usd,rebound_usd,viol_days,viol_max_K,clip_events,switches,infeas
w33-aug-humid,B3,0.5835209007421824,6.877883489899396,40.02499881117171,0.9756052260030129,0.00589333150031989,0.1078862532758332,16,1.031612411669144,23.314285714285713,0.0,0.04285714285714286
w33-aug-humid,B4,1.268855916720413,3.126537549311073,8.81499934552949,,0.0,-0.031439712084365516,16,1.031612411637667,23.357142857142858,0.0,0.0
w33-aug-humid,B5,-3.288922129810829,3.2518934958132055,357.14285714285717,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
w33-aug-humid,B6,6.852714285714286,7.433013645906087,257.14285714285717,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
w37-sep,B1,0.0,0.0,0.0,,0.0,0.0,0,0.0,22.257142857142856,0.0,0.0
w37-sep,B2,3.5080706699609174,11.537621220056868,206.11363981312633,0.7936765069332535,0.12562398532695176,-1.2919492753879367,17,7.69017792639778,21.90714285714286,0.0,0.15
w37-sep,B3,0.34625241161195575,4.612863568035143,42.546515569084164,0.9095037208793005,0.009234836794464187,-0.028531216288171228,1,1.5869939153017754,22.2,0.0,0.02857142857142857
w37-sep,B4,0.0,0.0,0.0,,0.0,0.0,0,0.0,22.257142857142856,0.0,0.0
w37-sep,B5,-6.728639887747337,1.0038974374205616,271.42857142857144,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
w37-sep,B6,1.124142857142857,3.0362621344721195,128.57142857142858,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
w42-oct,B1,0.0,0.0,0.0,,0.0,0.0,0,0.0,21.564285714285713,0.0,0.0
w42-oct,B2,6.0975079296445776,11.273872432036748,147.8629386477634,0.8020990210079911,0.17021771797714963,-1.3973124929470426,11,7.978532975363393,21.307142857142857,0.0,0.07857142857142857
w42-oct,B3,4.2223949964299745,6.799099719136468,83.66079733580698,0.9233842098332897,0.042731470768991926,-0.7058895772766337,2,1.3711861400741299,21.45,0.0,0.07857142857142857
w42-oct,B4,4.502242671532409,6.306898196409364,74.04397749705373,0.9322289029373635,0.03076030911122371,-0.8318387976556648,2,0.5806629363497393,21.442857142857143,0.0,0.07857142857142857
w42-oct,B5,-6.957375502826702,1.7235881813665566,228.57142857142858,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
w42-oct,B6,1.4305714285714288,3.491236669730354,57.142857142857146,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
