week,date,seed,controller,sum_q_kW,revenue_usd,rt_cost_usd,penalty_usd,degradation_usd,profit_usd,shortfall_kWh,delivery_ratio,n_obligations,n_delivery_failures,n_fail_warm_start,n_fail_out_of_box,n_fail_clean_in_box,n_warm_starts,T_viol_K,clip_events,mpc_switches,infeasible_starts,market_value_usd,rebound_energy_usd,source,scale
w03-jan-scarcity,2024-01-14,3,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,4,B1,0.0,0.0,429.9625433041713,0.0,9.810408895877453,-439.77295220004873,0.0,,0,0,0,0,0,0,0.0,21,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,4,B2,517.520285267172,6.955472633990791,429.3127085633062,0.0,9.769304575915228,-432.12654050523065,0.0,,0,0,0,0,0,0,0.0,20,0,0,7.6464116948180845,-0.6498347408650602,borg,0.5
w03-jan-scarcity,2024-01-14,4,B3,328.2140509913286,3.5355321645762525,429.33555363054285,0.0,7.801600333528424,-433.60162179949504,0.0,,0,0,0,0,0,0,0.0,19,0,0,6.1713304005537,-0.6269896736284295,borg,0.5
w03-jan-scarcity,2024-01-14,4,B4,320.4910090448665,3.4906247668015498,429.2028879236062,0.0,7.819145171138679,-433.5314083279434,0.0,,0,0,0,0,0,0,0.0,19,0,0,6.241543872105353,-0.7596553805650501,borg,0.5
w03-jan-scarcity,2024-01-14,4,B5,200.0,2.094,0.0,0.0,0.0,-6.125178082191782,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-6.125178082191782,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,4,B6,300.0,4.088,0.0,0.0,0.0,4.088,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,4.088,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,5,B1,0.0,0.0,427.4659020735535,0.0,4.154058671403213,-431.6199607449567,0.0,,0,0,0,0,0,0,0.0,21,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,5,B2,517.520285267172,6.955472633990791,427.1841540260076,0.00628068586645032,31.191585681450178,-451.42654775933346,0.23523168039139775,0.9981818553816111,1,1,0,0,0,1,0.11516651173610626,22,0,1,-19.80658701437676,-0.2817480475458751,borg,0.5
w03-jan-scarcity,2024-01-14,5,B3,328.2140509913286,3.5355321645762525,426.6779704737788,0.0,10.637817643058384,-433.780255952261,0.0,1.0,1,0,0,0,0,0,0.0,20,0,0,-2.160295207304273,-0.7879315997746517,borg,0.5
