week,date,seed,controller,sum_q_kW,revenue_usd,rt_cost_usd,penalty_usd,degradation_usd,profit_usd,shortfall_kWh,delivery_ratio,n_obligations,n_delivery_failures,n_fail_warm_start,n_fail_out_of_box,n_fail_clean_in_box,n_warm_starts,T_viol_K,clip_events,mpc_switches,infeasible_starts,market_value_usd,rebound_energy_usd,source,scale
w03-jan-scarcity,2024-01-14,13,B3,304.8663350172681,4.181093632670767,435.36371104855607,0.0,61.024053619851294,-492.20667103573663,0.0,,0,0,0,0,0,0,0.0,19,0,0,6.754885030856997,-0.7875850242328966,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,13,B4,231.50877821309433,3.1124234906758277,435.4982636591363,0.0,53.63019639942143,-486.0160365678819,0.0,,0,0,0,0,0,0,0.0,19,0,0,12.945519498711747,-0.6530324136526815,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,13,B5,200.0,2.094,0.0,0.0,0.0,-6.125178082191782,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-6.125178082191782,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,13,B6,300.0,4.088,0.0,0.0,0.0,4.088,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,4.088,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,14,B1,0.0,0.0,452.06797652098373,0.0,129.71875296741413,-581.7867294883979,0.0,,0,0,0,0,0,0,0.0,22,0,0,0.0,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,14,B2,517.520285267172,6.955472633990791,451.62027196441255,1.1266337350702784,162.0527064148671,-607.8441394803592,42.19602004008533,0.6738599723231992,1,1,0,0,0,1,7.898036104854967,22,0,1,-26.057409991961322,-0.4477045565711819,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,14,B3,304.8663350172681,4.181093632670767,451.3629614543905,0.04414075049665931,137.88369534627222,-585.1097039184885,1.6532116290883636,0.9753067881173977,1,1,0,0,0,0,3.451776367889238,21,0,0,-3.322974430090653,-0.705015066593262,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,14,B4,231.50877821309433,3.1124234906758277,451.41186841051814,0.3980897714905992,135.99192950747172,-584.6894641988047,14.909729269310832,0.7301444258722986,1,1,1,0,0,1,0.1851004842619517,22,0,1,-2.9027347104067758,-0.6561081104655955,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,14,B5,200.0,2.094,2.4202083333333335,0.0,0.0,-8.545386415525115,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.545386415525115,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,14,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,15,B1,0.0,0.0,436.60371512905715,0.0,50.11882293913144,-486.7225380681886,0.0,,0,0,0,0,0,0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,15,B2,517.520285267172,6.955472633990791,435.96115611121223,0.0,42.02448588563765,-471.0301693628591,0.0,,0,0,0,0,0,0,0.0,21,0,0,15.6923687053295,-0.642559017844917,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,15,B3,304.8663350172681,4.181093632670767,435.8333517210508,0.0,45.69289902830644,-477.3451571166865,0.0,,0,0,0,0,0,0,0.0,21,0,0,9.377380951502118,-0.7703634080063466,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,15,B4,231.50877821309433,3.1124234906758277,435.96115611121223,0.0,42.02448588563765,-474.87321850617406,0.0,,0,0,0,0,0,0,0.0,21,0,0,11.849319562014557,-0.642559017844917,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,15,B5,200.0,2.094,0.2816666666666667,0.0,0.0,-6.406844748858449,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-6.406844748858449,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,15,B6,300.0,4.088,0.0,0.0,0.0,4.088,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,4.088,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,16,B1,0.0,0.0,440.4634654621903,0.0,73.8196526163301,-514.2831180785204,0.0,,0,0,0,0,0,0,0.0,19,0,0,0.0,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,16,B2,517.520285267172,6.955472633990791,439.31850665979067,0.6872012589270259,103.13884573838293,-536.1890810231098,25.395464114080784,0.8037142516956972,1,1,0,0,0,1,4.124228902468772,19,0,1,-21.90596294458942,-1.1449588023996284,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,16,B3,304.8663350172681,4.181093632670767,439.66735937282374,0.0,67.13328009705383,-502.61954583720683,0.0,,0,0,0,0,0,0,0.0,19,0,0,11.663572241313545,-0.7961060893665604,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,16,B4,231.50877821309433,3.1124234906758277,439.53965396684066,0.0,80.75588758366644,-517.1831180598313,0.0,1.0,1,0,0,0,0,1,0.0,18,0,1,-2.8999999813108843,-0.9238114953496392,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,16,B5,200.0,2.094,1.957361111111111,0.0,0.0,-8.082539193302892,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.082539193302892,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,16,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,17,B1,0.0,0.0,442.65332332462117,0.0,76.68032896703589,-519.333652291657,0.0,,0,0,0,0,0,0,0.0,22,0,0,0.0,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,17,B2,517.520285267172,6.955472633990791,441.5304827578657,0.8711326720819179,101.7645178556182,-537.210660651575,32.19263385372942,0.7511778009852516,1,1,0,0,0,1,3.0902054295282824,23,0,1,-17.877008359918023,-1.1228405667554853,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,17,B3,304.8663350172681,4.181093632670767,441.8839326465396,0.0,73.07445079074589,-510.7772898046147,0.0,,0,0,0,0,0,0,0.0,22,0,0,8.556362487042293,-0.7693906780815496,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,17,B4,231.50877821309433,3.1124234906758277,441.7438537056364,0.09781243992120799,81.69919634450159,-520.4284389993834,3.6146504035923135,0.9402572824475114,1,1,1,0,0,1,0.0,22,0,1,-1.0947867077263709,-0.9094696189847582,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,17,B5,200.0,2.094,1.957361111111111,0.0,0.0,-8.082539193302892,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.082539193302892,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,17,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,18,B1,0.0,0.0,437.3811907249287,0.0,80.47310261270023,-517.8542933376289,0.0,,0,0,0,0,0,0,0.0,19,0,0,0.0,0.0,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,18,B2,517.520285267172,6.955472633990791,437.1532811872739,0.31357139061233275,94.15555743008451,-524.6669373739799,11.744246839413213,0.9092267710174863,1,1,0,0,0,1,0.0,18,0,1,-6.812644036351003,-0.2279095376547957,alibaba_jobaware,1.0
w03-jan-scarcity,2024-01-14,18,B3,304.8663350172681,4.181093632670767,436.9179869092266,0.0,79.23110287777924,-511.9679961543351,0.0,1.0,1,0,0,0,0,0,0.0,18,0,0,5.886297183293777,-0.4632038157020588,alibaba_jobaware,1.0
