week,date,seed,controller,sum_q_kW,revenue_usd,rt_cost_usd,penalty_usd,degradation_usd,profit_usd,shortfall_kWh,delivery_ratio,n_obligations,n_delivery_failures,n_fail_warm_start,n_fail_out_of_box,n_fail_clean_in_box,n_warm_starts,n_safety_episodes,n_safety_episodes_in_safe_box,safety_episode_max_K,T_viol_K,clip_events,mpc_switches,infeasible_starts,market_value_usd,rebound_energy_usd,source,scale
w11-mar,2024-03-16,15,B6,700.0,14.475000000000001,7.5,0.0,0.0,6.975000000000001,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,6.975000000000001,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,16,B1,0.0,0.0,225.55710413517227,0.0,68.19894547806838,-293.75604961324063,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,16,B2,665.5969953499372,16.36811850525368,225.45505627059154,0.0,56.74228767316662,-265.82922543850447,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,19,0,0,27.92682417473617,-0.1020478645807259,alibaba_jobaware,1.0
w11-mar,2024-03-16,16,B3,228.77488102870188,6.557302252011581,225.48305867720987,0.0,66.97799598793705,-285.90375241313535,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,7.8522972001052835,-0.07404545796239859,alibaba_jobaware,1.0
w11-mar,2024-03-16,16,B4,0.0,0.0,225.55710413517227,0.0,68.19894547806838,-293.75604961324063,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,16,B5,900.0,9.533999999999999,5.460555555555556,0.0,0.0,-4.145733637747338,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-4.145733637747338,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,16,B6,700.0,14.475000000000001,15.0,0.0,0.0,-0.5249999999999986,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-0.5249999999999986,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,17,B1,0.0,0.0,228.34722858007189,0.0,70.43234240151776,-298.77957098158964,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,17,B2,665.5969953499372,16.36811850525368,228.0704466312495,0.0,55.976068111818634,-267.67839623781447,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,31.101174743775175,-0.27678194882238927,alibaba_jobaware,1.0
w11-mar,2024-03-16,17,B3,228.77488102870188,6.557302252011581,228.20094401913514,0.0,62.864068047585434,-284.50770981470896,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,14.271861166880683,-0.14628456093674913,alibaba_jobaware,1.0
w11-mar,2024-03-16,17,B4,0.0,0.0,228.34722858007189,0.0,70.43234240151776,-298.77957098158964,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,17,B5,900.0,9.533999999999999,2.3389583333333333,0.0,0.0,-1.024136415525116,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-1.024136415525116,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,17,B6,700.0,14.475000000000001,7.5,0.0,0.0,6.975000000000001,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,6.975000000000001,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,18,B1,0.0,0.0,223.950221215334,0.0,75.83292113818098,-299.783142353515,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,18,B2,665.5969953499372,16.36811850525368,223.71897752351327,0.0,72.1495637460978,-279.5004227643574,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,17,0,0,20.282719589157637,-0.23124369182073679,alibaba_jobaware,1.0
w11-mar,2024-03-16,18,B3,228.77488102870188,6.557302252011581,223.82950615566563,0.0,74.85087146080166,-292.1230753644557,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,19,0,0,7.660066989059317,-0.12071505966838458,alibaba_jobaware,1.0
w11-mar,2024-03-16,18,B4,0.0,0.0,223.950221215334,0.0,75.83292113818098,-299.783142353515,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,18,B5,900.0,9.533999999999999,1.3804166666666668,0.0,0.0,-0.06559474885844985,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-0.06559474885844985,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,18,B6,700.0,14.475000000000001,0.0,0.0,0.0,14.475000000000001,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,14.475000000000001,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,19,B1,0.0,0.0,227.4213388625455,0.0,86.42941329715319,-313.8507521596987,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,19,B2,665.5969953499372,16.36811850525368,226.9945518909569,0.0,72.51649030870975,-283.14292369441296,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,30.70782846528573,-0.4267869715885979,alibaba_jobaware,1.0
w11-mar,2024-03-16,19,B3,228.77488102870188,6.557302252011581,227.27284686813428,0.0,79.19815063171278,-299.9136952478355,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,13.93705691186318,-0.1484919944112164,alibaba_jobaware,1.0
w11-mar,2024-03-16,19,B4,0.0,0.0,227.4213388625455,0.0,86.42941329715319,-313.8507521596987,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,19,B5,900.0,9.533999999999999,3.2936805555555555,0.0,0.0,-1.9788586377473383,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-1.9788586377473383,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-16,19,B6,700.0,14.475000000000001,7.5,0.0,0.0,6.975000000000001,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,6.975000000000001,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,0,B1,0.0,0.0,161.0272816088512,0.0,87.64894856827432,-248.67623017712555,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,0,B2,222.2849205429933,5.3170552993884,159.89442295365424,0.0,84.89637793697815,-239.473745591244,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,9.202484585881535,-1.1328586551969693,alibaba_jobaware,1.0
w11-mar,2024-03-17,0,B3,106.67127711621654,2.5515769486199,161.04299342088026,0.0,85.06566536882457,-243.55708184108494,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,5.11914833604061,0.015711812029053362,alibaba_jobaware,1.0
w11-mar,2024-03-17,0,B4,0.0,0.0,161.0272816088512,0.0,87.64894856827432,-248.67623017712555,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,0,B5,700.0,3.7444999999999995,2.287361111111111,0.0,0.0,-6.762039193302893,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-6.762039193302893,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,0,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,1,B1,0.0,0.0,159.4499811195158,0.0,45.76263658485069,-205.2126177043665,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,1,B2,222.2849205429933,5.3170552993884,158.31958720776333,0.0,42.39255843585054,-195.39509034422545,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,9.817527360141042,-1.1303939117524635,alibaba_jobaware,1.0
w11-mar,2024-03-17,1,B3,106.67127711621654,2.5515769486199,159.4662082721792,0.0,42.48698951124159,-199.4016208348009,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,5.810996869565599,0.016227152663390143,alibaba_jobaware,1.0
w11-mar,2024-03-17,1,B4,0.0,0.0,159.4499811195158,0.0,45.76263658485069,-205.2126177043665,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,1,B5,700.0,3.7444999999999995,0.7066666666666667,0.0,0.0,-5.181344748858448,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-5.181344748858448,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,1,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,2,B1,0.0,0.0,167.5756495758798,0.0,139.63113413122977,-307.2067837071096,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,24,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,2,B2,222.2849205429933,5.3170552993884,166.4352101368027,0.0,132.62458542761175,-293.74274026502604,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,24,0,0,13.46404344208355,-1.1404394390770847,alibaba_jobaware,1.0
w11-mar,2024-03-17,2,B3,106.67127711621654,2.5515769486199,167.5865618706291,0.0,133.63487241167184,-298.6698573336811,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,24,0,0,8.536926373428514,0.010912294749317653,alibaba_jobaware,1.0
w11-mar,2024-03-17,2,B4,0.0,0.0,167.5756495758798,0.0,139.63113413122977,-307.2067837071096,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,24,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,2,B5,700.0,3.7444999999999995,1.5255555555555556,0.0,0.0,-6.000233637747337,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-6.000233637747337,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,2,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,3,B1,0.0,0.0,164.23748283594048,0.0,107.53665199515845,-271.77413483109893,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,3,B2,222.2849205429933,5.3170552993884,163.11791073782763,0.0,105.9699108283672,-263.7707662668064,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,8.003368564292543,-1.1195720981128545,alibaba_jobaware,1.0
w11-mar,2024-03-17,3,B3,106.67127711621654,2.5515769486199,164.2659560997094,0.0,107.56884534803174,-269.2832244991213,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,2.490910331977659,0.028473263768916013,alibaba_jobaware,1.0
w11-mar,2024-03-17,3,B4,0.0,0.0,164.23748283594048,0.0,107.53665199515845,-271.77413483109893,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,3,B5,700.0,3.7444999999999995,0.0,0.0,0.0,-4.474678082191782,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-4.474678082191782,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,3,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,4,B1,0.0,0.0,165.35230003689895,0.0,107.94652912042966,-273.2988291573286,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,24,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,4,B2,222.2849205429933,5.3170552993884,164.20504367052976,0.0,99.60201883535326,-258.4900072064946,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,24,0,0,14.808821950833988,-1.1472563663691915,alibaba_jobaware,1.0
w11-mar,2024-03-17,4,B3,106.67127711621654,2.5515769486199,165.35879980548796,0.0,102.21509092169345,-265.0223137785615,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,24,0,0,8.276515378767101,0.006499768589009136,alibaba_jobaware,1.0
w11-mar,2024-03-17,4,B4,0.0,0.0,165.35230003689895,0.0,107.94652912042966,-273.2988291573286,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,24,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,4,B5,700.0,3.7444999999999995,2.4486805555555557,0.0,0.0,-6.923358637747338,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-6.923358637747338,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,4,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,5,B1,0.0,0.0,162.36294564369507,0.0,85.44879176954959,-247.81173741324466,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,5,B2,222.2849205429933,5.3170552993884,161.2302706761964,0.0,79.49269674806708,-235.4059121248751,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,12.405825288369556,-1.132674967498673,alibaba_jobaware,1.0
w11-mar,2024-03-17,5,B3,106.67127711621654,2.5515769486199,162.37568798435828,0.0,80.2085276577351,-240.03263869347347,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,7.779098719771184,0.012742340663209006,alibaba_jobaware,1.0
w11-mar,2024-03-17,5,B4,0.0,0.0,162.36294564369507,0.0,85.44879176954959,-247.81173741324466,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,5,B5,700.0,3.7444999999999995,1.6811805555555555,0.0,0.0,-6.155858637747338,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-6.155858637747338,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,5,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,6,B1,0.0,0.0,165.52543323056125,0.0,153.47751388033325,-319.0029471108945,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,6,B2,222.2849205429933,5.3170552993884,166.65472751275058,0.5599222224376945,167.0101098392281,-328.907704275028,11.704059833563848,0.8946931730234026,1,1,0,0,0,1,0,0,0.0,0.0,24,0,1,-9.904757164133457,1.1292942821893348,alibaba_jobaware,1.0
w11-mar,2024-03-17,6,B3,106.67127711621654,2.5515769486199,167.16009539733133,0.0,162.11081930463232,-326.7193377533438,0.0,1.0,1,0,0,0,0,1,0,0,0.0,0.0,24,0,1,-7.716390642449255,1.6346621667700845,alibaba_jobaware,1.0
w11-mar,2024-03-17,6,B4,0.0,0.0,165.52543323056125,0.0,153.47751388033325,-319.0029471108945,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,6,B5,700.0,3.7444999999999995,2.6324305555555556,0.0,0.0,-7.107108637747338,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-7.107108637747338,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,6,B6,100.0,2.392,7.5,0.0,0.0,-5.1080000000000005,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-5.1080000000000005,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,7,B1,0.0,0.0,159.1999336217761,0.0,66.30931378669949,-225.50924740847557,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,7,B2,222.2849205429933,5.3170552993884,158.05832261774222,0.0,59.326327195984845,-212.06759451433868,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,13.441652894136894,-1.1416110040338765,alibaba_jobaware,1.0
w11-mar,2024-03-17,7,B3,106.67127711621654,2.5515769486199,159.2077948889495,0.0,60.503607132189764,-217.15982507251937,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,8.349422335956206,0.007861267173410624,alibaba_jobaware,1.0
w11-mar,2024-03-17,7,B4,0.0,0.0,159.1999336217761,0.0,66.30931378669949,-225.50924740847557,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,7,B5,700.0,3.7444999999999995,1.0608333333333335,0.0,0.0,-5.535511415525116,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-5.535511415525116,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,7,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,8,B1,0.0,0.0,163.4099793079675,0.0,81.47505539121059,-244.88503469917808,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,8,B2,222.2849205429933,5.3170552993884,162.27540990356377,0.0,76.96821377060628,-233.92656837478165,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,10.958466324396426,-1.1345694044037202,alibaba_jobaware,1.0
w11-mar,2024-03-17,8,B3,106.67127711621654,2.5515769486199,163.42506318513367,0.0,78.52830734865375,-239.40179358516752,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,5.4832411140105535,0.015083877166176762,alibaba_jobaware,1.0
w11-mar,2024-03-17,8,B4,0.0,0.0,163.4099793079675,0.0,81.47505539121059,-244.88503469917808,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,8,B5,700.0,3.7444999999999995,1.04125,0.0,0.0,-5.515928082191782,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-5.515928082191782,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,8,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,9,B1,0.0,0.0,161.07237389761872,0.0,63.66689527184132,-224.73926916946004,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,9,B2,222.2849205429933,5.3170552993884,159.92469634850443,0.0,55.71242645907279,-210.3200675081888,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,14.419201661271245,-1.1476775491142917,alibaba_jobaware,1.0
w11-mar,2024-03-17,9,B3,106.67127711621654,2.5515769486199,161.07843056971728,0.0,57.16585506204053,-215.6927086831379,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,9.046560486322136,0.006056672098566196,alibaba_jobaware,1.0
w11-mar,2024-03-17,9,B4,0.0,0.0,161.07237389761872,0.0,63.66689527184132,-224.73926916946004,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,20,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,9,B5,700.0,3.7444999999999995,0.0,0.0,0.0,-4.474678082191782,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-4.474678082191782,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,9,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,10,B1,0.0,0.0,160.4615441910347,0.0,93.32173271676805,-253.78327690780276,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,10,B2,222.2849205429933,5.3170552993884,159.36246668246596,0.0,92.7936816305492,-246.83909301362678,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,6.944183894175978,-1.0990775085687403,alibaba_jobaware,1.0
w11-mar,2024-03-17,10,B3,106.67127711621654,2.5515769486199,160.50721455206678,0.0,93.83196370203667,-251.78760130548358,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,1.9956756023191815,0.04567036103208011,alibaba_jobaware,1.0
w11-mar,2024-03-17,10,B4,0.0,0.0,160.4615441910347,0.0,93.32173271676805,-253.78327690780276,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,10,B5,700.0,3.7444999999999995,0.5952777777777778,0.0,0.0,-5.06995585996956,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-5.06995585996956,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,10,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,11,B1,0.0,0.0,161.95631244571388,0.0,69.15024774228023,-231.1065601879941,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,11,B2,222.2849205429933,5.3170552993884,160.81685555873813,0.0,62.19601487014306,-217.69581512949281,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,13.410745058501277,-1.1394568869757506,alibaba_jobaware,1.0
w11-mar,2024-03-17,11,B3,106.67127711621654,2.5515769486199,161.96697847710212,0.0,63.11967528755504,-222.53507681603725,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,8.571483371956845,0.010666031388240071,alibaba_jobaware,1.0
w11-mar,2024-03-17,11,B4,0.0,0.0,161.95631244571388,0.0,69.15024774228023,-231.1065601879941,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,11,B5,700.0,3.7444999999999995,1.990902777777778,0.0,0.0,-6.46558085996956,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-6.46558085996956,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,11,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,12,B1,0.0,0.0,164.32845704039022,0.0,117.3046424609034,-281.6330995012936,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,24,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,12,B2,222.2849205429933,5.3170552993884,163.21402641309376,0.0,111.58090059762385,-269.4778717113292,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,12.155227789964385,-1.114430627296457,alibaba_jobaware,1.0
w11-mar,2024-03-17,12,B3,106.67127711621654,2.5515769486199,164.3571974327933,0.0,112.61948299418017,-274.42510347835355,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,7.207996022940051,0.028740392403079795,alibaba_jobaware,1.0
w11-mar,2024-03-17,12,B4,0.0,0.0,164.32845704039022,0.0,117.3046424609034,-281.6330995012936,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,24,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,12,B5,700.0,3.7444999999999995,1.0395833333333333,0.0,0.0,-5.514261415525116,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-5.514261415525116,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,12,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,13,B1,0.0,0.0,159.38719134707776,0.0,59.7124993238653,-219.09969067094306,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,13,B2,222.2849205429933,5.3170552993884,158.28204703779764,0.0,58.91621913232789,-211.88121087073714,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,7.218479800205927,-1.1051443092801208,alibaba_jobaware,1.0
w11-mar,2024-03-17,13,B3,106.67127711621654,2.5515769486199,159.42838038520765,0.0,60.277752433156365,-217.15455586974412,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,1.9451348011989467,0.04118903812988606,alibaba_jobaware,1.0
w11-mar,2024-03-17,13,B4,0.0,0.0,159.38719134707776,0.0,59.7124993238653,-219.09969067094306,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,21,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,13,B5,700.0,3.7444999999999995,0.0,0.0,0.0,-4.474678082191782,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-4.474678082191782,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,13,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,14,B1,0.0,0.0,165.6137492259269,0.0,119.18069868972806,-284.794447915655,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,14,B2,222.2849205429933,5.3170552993884,164.4862356909567,0.0,116.82559066573086,-275.9947710572992,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,22,0,0,8.799676858355781,-1.1275135349702055,alibaba_jobaware,1.0
w11-mar,2024-03-17,14,B3,106.67127711621654,2.5515769486199,165.632078366537,0.0,117.00669113158301,-280.0871925495001,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,4.707255366154868,0.018329140610092054,alibaba_jobaware,1.0
w11-mar,2024-03-17,14,B4,0.0,0.0,165.6137492259269,0.0,119.18069868972806,-284.794447915655,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,14,B5,700.0,3.7444999999999995,2.143263888888889,0.0,0.0,-6.617941971080671,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,-6.617941971080671,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,14,B6,100.0,2.392,0.0,0.0,0.0,2.392,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2.392,0.0,alibaba_jobaware,1.0
w11-mar,2024-03-17,15,B1,0.0,0.0,159.03433033324825,0.0,46.363992028066455,-205.3983223613147,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,23,0,0,0.0,0.0,alibaba_jobaware,1.0
