date,controller,sum_q_kW,revenue_usd,rt_cost_usd,penalty_usd,degradation_usd,profit_usd,shortfall_kWh,max_T_j,mpc_switches,infeasible_starts,market_value_vs_B1_usd
2024-01-16,B1,0.0,0.0,982.5560762866794,0.0,0.0,-982.5560762866794,0.0,69.95417280251706,0,0,0.0
2024-01-16,B2,1970.5050192042193,658.2196939440961,967.8367659921968,0.9269157553287141,19.078524573386915,-329.6225123768163,1.8538315106574281,87.11450269304525,2,2,652.9335639098631
2024-01-16,B3,673.6955568220917,217.28537783757596,975.6156797427531,0.0,6.88842006239701,-765.2187219675741,0.0,79.22759135556657,2,3,217.33735431910532
2024-01-16,B4,645.9719125900633,187.28681740607408,975.2586208256432,0.0,5.525434423380174,-793.4972378429493,0.0,79.5749536111981,2,2,189.0588384437301
