date,controller,sum_q_kW,revenue_usd,rt_cost_usd,penalty_usd,degradation_usd,profit_usd,shortfall_kWh,max_T_j,mpc_switches,infeasible_starts,market_value_vs_B1_usd
2023-08-17,B1,0.0,0.0,6291.645098350948,0.0,12.44849717619639,-6304.093595527144,0.0,77.87523234896413,0,0,0.0
2023-08-17,B2,706.8374123901677,1062.6207422915606,6196.673973457602,0.0,23.388052724661765,-5157.441283890704,0.0,89.00827555330359,1,1,1146.6523116364406
2023-08-17,B3,117.70058536010646,113.10408047082097,6240.143060280379,0.0,16.914835996719304,-6143.953815806278,0.0,77.87523234896413,1,1,160.1397797208665
2023-08-17,B4,0.0,0.0,6291.645098350948,0.0,12.44849717619639,-6304.093595527144,0.0,77.87523234896413,0,0,0.0
